year,id,pap_majortopic,pap_subtopic,majortopic,subtopic,description,filter_democrat,words
1984,8623,16,1619,16,1619,"Can America afford the recklessness of a President who exposed American Marines to mortal danger and sacrificed over 260 of them in a bungled mission in Lebanon against the advice of the Joint Chiefs of Staff, and brought upon us the worst U.S. military disaster since the Vietnam War?",1,49
1984,8624,16,1605,16,1605,"Can America afford the irresponsibility of a President who undermines confidence in our deterrent with misleading allegations of Soviet nuclear ""superiority"" and whose Administration beguiles the American public with false claims that nuclear war can be survived with enough shovels?",1,40
1984,8625,16,1603,16,1603,Can America afford the unresponsiveness of a President who thwarts the will of the majority of Americans by waging a secret war against Nicaragua?,1,24
1984,8626,16,1605,16,1605,"In a second Reagan term, will our heavens become a nuclear battleground?",1,12
1984,8627,16,1600,16,1600,"In 1980, candidate Ronald Reagan promised the American people a more secure world.",1,13
1984,8628,16,1610,16,1610,"Yet, as President:íïHe has raced to deploy new weapons that will be destabilizing and difficult to verify.",1,17
1984,8629,16,1610,16,1610,He has pressed for a multi-billion dollar chemical weapons program.,1,10
1984,8630,16,1610,16,1610,"He has launched his trillion dollar ""Slat Wars"" arms race in space.",1,12
1984,8631,16,1605,16,1605,"íïHe has relaxed controls on nuclear proliferation, thus enhancing the risk that nuclear weapons will be acquired and used by unstable governments and international terrorists.",1,25
1984,8632,16,1605,16,1605,íïHe has become the first President since the Cold War to preside over the complete collapse of air nuclear arms negotiations with the Soviets.,1,24
1984,8633,16,1605,16,1605,"íïHe has rejected SALT II, threatened the ABM Treaty, and abandoned the goal of a complete ban on nuclear weapons tests that that has been pursued by every President since Eisenhower.",1,31
1984,8634,16,1605,16,1605,He has refused to seek negotiations to limit anti-satellite weapons that could threaten our vital early-warning and military satellites.,1,19
1984,8635,16,1605,16,1605,Over 250 strategic missiles and bombers that would have been eliminated under SALT II are still in Soviet hands.,1,19
1984,8636,16,1600,16,1600,Con we afford four more years of a Pentagon spending binge?,1,11
1984,8637,16,1600,16,1600,"In 1980, candidate Ronald Reagan and the Republican Party promised the American people a defense spending increase ""to be applied judiciously to critically needed programs.""",1,25
1984,8638,16,1600,16,1600,Yet as President: íïHe has initiated the largest peacetime defense build-up in our history with no coherent plan for integrating the increased programs into an effective military posture.,1,28
1984,8639,16,1604,16,1604,"íïHe has slighted training and readiness of our conventional forces in favor of big ticket nuclear items, ""preparing,"" in the words of General Maxwell Taylor, ""for the least possible threats to the neglect of the most probable.""",1,37
1984,8640,16,1600,16,1600,íïHe has brought us the worst-managed and most wasteful Defense Department in history.,1,13
1984,8641,16,1617,16,1617,"Under the Pentagon's wasteful purchasing system, the American taxpayer has paid $435 for a $17 claw hammer, $1100 for a 22-cent plastic steel cap, over $2000 for a 13-cent plain round nut, and $9600 for a 12-cent Allen wrench.",1,39
1984,8642,19,1900,19,1900,Can we afford four more years of dangerous foreign policy failures?,1,11
1984,8643,19,1900,19,1900,"In 1980, candidate Ronald Reagan and the Republican Party promised ""to put America on a sound, secure footing in the international arena.""",1,22
1984,8644,19,1921,19,1921,"Yet, as President:íïHe has contributed to the decline of U.S.-Soviet relations to a perilous point.",1,15
1984,8645,19,1921,19,1921,"Instead of challenges, he has used easy and abusive anti-Soviet rhetoric as a substitute for strength, progress, and careful use of power.",1,22
1984,8646,16,1602,16,1602,"íïHe has strained vital U.S. alliances through his bungled efforts to stop the Soviet natural gas pipeline, his inflammatory nuclear rhetoric and policies, and his failure to support the efforts of our democratic allies to achieve a negotiated political solution in Central America.",1,43
1984,8647,19,1921,19,1921,íïHe has had as many Middle East policies as he has had staff turnovers.,1,14
1984,8648,19,1921,19,1921,"First, he offered strategic cooperation to Israel as if it were a gift.",1,13
1984,8649,19,1921,19,1921,Then he took it away to punish Israel as if it were not our ally.,1,15
1984,8650,19,1921,19,1921,Then he pressured Israel to make one-sided concessions to Jordan.,1,10
1984,8651,19,1921,19,1921,Then he demanded that Israel withdraw from Lebanon.,1,8
1984,8652,19,1921,19,1921,Then he pleaded with them to stay.,1,7
1984,8653,19,1921,19,1921,Then he did not accept their offer of medical help for our wounded Marines.,1,14
1984,8654,19,1921,19,1921,He undercut American credibility throughout the Middle East by declaring Lebanon a vital interest of the United States and then withdrawing.,1,21
1984,8655,19,1921,19,1921,"íïHe has failed to understand the importance for the United States of a solid relationship with the African continentíïnot only from the perspective of human decency, but also from enlightened concern for our own self-interest.",1,35
1984,8656,19,1900,19,1900,"By his lack of sensitivity and foresight, he has ignored the fate of millions of people who need our help in developing their economies and in dealing with the ravages of drought, and he has jeopardized our relations with counties that are important to U.S. security and well-being.",1,48
1984,8657,19,1921,19,1921,íïHe has brought us a strategy in Central America and the Caribbean that has failed.,1,15
1984,8658,19,1921,19,1921,"Since he took office, the region has become much more unstable;",1,11
1984,8659,19,1921,19,1921,the hemisphere is much more hostile to us;,1,8
1984,8660,19,1921,19,1921,and the poverty is much deeper.,1,6
1984,8661,19,1921,19,1921,"Today in El Salvador, after more than a billion dollars in American aid, the guerillas are stronger than they were three years ago, and the people are much poorer.",1,29
1984,8662,19,1921,19,1921,"In Nicaragua, our support for the contras and for the covert war has strengthened the totalitarians at the expense of the moderates.",1,22
1984,8663,19,1921,19,1921,"In Honduras, an emerging democracy has been transformed into a staging ground for possible regional war.",1,16
