year,id,pap_majortopic,pap_subtopic,majortopic,subtopic,description,words
1996,11571,12,1203,12,1203,"Throughout the 1980s, the Republican approach - no legalization, no tolerance, no excuses - turned the tide against drug abuse.í_",20
1996,11572,12,1203,12,1203,"We can do it again by emphasizing prevention, interdiction, a tough international approach, and a crack-down on users.í_",18
1996,11573,12,1204,12,1204,That requires reversing one of Bill Clinton's most offensive actions: his shocking purge of every U. S. Attorney in the country shortly after he took office.í_,26
1996,11574,12,1204,12,1204,This unprecedented firing destroyed our first line of defense against drug traffickers and other career criminals.í_,16
1996,11575,12,1200,12,1200,"Our country's most experienced and dedicated prosecutors were replaced with Clintonite liberals, some of whom have refused to prosecute major drug dealers, foreign narcotics smugglers, and child pornographers.í_",28
1996,11576,12,1200,12,1200,"In a Dole Administration, U. S. Attorneys will prosecute and jail those who prey upon the innocent.í_í_",17
1996,11577,12,1203,12,1203,We support upgrading our interdiction effort by establishing a Deputy Commissioner for Drug Enforcement within the Customs Service.í_,18
1996,11578,12,1203,12,1203,We will intensify our intelligence efforts against international drug traffickers and use whatever means necessary to destroy their operations and seize their personal accounts.í_,24
1996,11579,12,1203,12,1203,"We support strong penalties, including mandatory minimum sentences, for drug trafficking, distribution and drug-related crimes.í_",15
1996,11580,12,1203,12,1203,Drug use is closely related to crime and recidivism.í_,9
1996,11581,12,1203,12,1203,"Drug testing should be made a routine feature of the criminal justice process at every stage, including the juvenile justice system.í_",21
1996,11582,12,1203,12,1203,"Test results should be used in deciding pretrial release, sentencing, and probation revocation.",13
1996,11583,10,1006,10,1002,A safer America must include highways without drunk or drug-impaired drivers.í_,11
1996,11584,10,1006,10,1002,"We support the toughest possible State laws to deal with drivers impaired by substance abuse and advocate federal cooperation, not compulsion, toward that end.í_",24
1996,11585,12,1200,12,1200,"Making America safe again will be a tremendous undertaking, in its own way as heroic as was the liberation of Europe from a different kind of criminal half a century ago.í_",31
1996,11586,12,1209,12,1201,"At the grassroots, that crusade already has enlisted the men and women of local law enforcement.í_",16
1996,11587,-555,-555,0,-555,"Now they need a leader worthy of their cause - someone whose life reflects respect for the law, not evasion of it.í_",22
1996,11588,-555,-555,0,-555,Bill Clinton need not apply.,5
1996,11589,-555,-555,0,-555,Bob Dole will be a president committed to the protection and safety of all Americans.í_,15
1996,11590,12,1204,12,1204,"However, his strength is diminished without a court system supportive of the national fight against violent crime.í_",17
1996,11591,12,1204,12,1204,That is the bottom line of this year's presidential election:í_ Who should chart the course of law enforcement for the next generation by naming as many as an additional 30 percent of our federal judges and the next several justices to theí_ U. S. Supreme Court?í_,46
1996,11592,-555,-555,0,-555,"Bill Clinton, the master of excuse and evasion?í_",8
1996,11593,-555,-555,0,-555,"Or Bob Dole, whose life has been an exercise in honor and duty?",13
1996,11594,12,1200,12,1200,Stronger Families,2
1996,11595,6,600,6,600,Improving Education,2
1996,11596,3,300,3,300,Improving America's Health Care,4
1996,11597,-555,-555,0,-555,Renewing Hope and Opportunity,4
1996,11598,13,1303,13,1303,Older Americans,2
1996,11599,-555,-555,0,-555,"""The alternative to cold bureaucracy is not indifference.",8
1996,11600,13,1305,13,1305,"It is the warmth of families and neighborhoods, charities, churches, synagogues and communities.í_",13
1996,11601,-555,-555,0,-555,"hese value-shaping institutions have the tools to reclaim lives - individual responsibility, tough love, and spiritual renewal.í_",17
1996,11602,-555,-555,0,-555,They do more than care for the body;,8
1996,11603,-555,-555,0,-555,"they restore the spirit."" Bob Dole, May 23, 1996, in Philadelphia",11
1996,11604,-555,-555,0,-555,"We are the party of the American family, educating children, caring for the sick, learning from the elderly, and helping the less fortunate.í_í_",23
1996,11605,-555,-555,0,-555,We believe that strengthening family life is the best way to improve the quality of life for everyone.í_,18
1996,11606,-555,-555,0,-555,Families foster the virtues that make a free society strong.í_,10
1996,11607,-555,-555,0,-555,"We rely on the home and its supportive institutions to instill honesty, self-discipline, mutual respect and the other virtues that sustain democracy.í_",22
1996,11608,-555,-555,0,-555,"Our goal is to promote those values by respecting the rights of families and by assisting, where appropriate, the institutions which mediate between government and the home.í_",27
1996,11609,-555,-555,0,-555,"While recognizing a role for government in dealing with social ills, we look to mediating institutions - religious and community groups, private associations of all kinds - to take the lead in tackling the social ills that some government programs have only worsened.",43
1996,11610,-555,-555,0,-555,This is the clearest distinction between Republicans and Clinton Democrats:í_ We believe the family is the core institution of our society.í_,21
1996,11611,-555,-555,0,-555,Bill Clinton thinks government should hold that place.í_,8
1996,11612,-555,-555,0,-555,"It's little wonder, then, that today's families feel under siege.í_",10
1996,11613,-555,-555,0,-555,They seem to work harder with less reward for their labor.í_,11
1996,11614,-555,-555,0,-555,They can no longer expect that life will be better for their children than it was for them.í_,18
1996,11615,-555,-555,0,-555,Their problem starts in the White House.í_,7
1996,11616,1,107,1,107,"Bill Clinton has hit families with higher taxes, vetoed their tax relief, and given their money to special interest groups.í_",20
1996,11617,6,600,6,600,"He has meddled in their schools, fought family choice in education, and promoted lifestyles inimical to their values.í_",18
1996,11618,13,1302,13,1302,He repeatedly vetoed pro-family welfare reforms before surrendering to the demands of the American people.í_,15
1996,11619,3,301,3,301,He tried to impose a ruinous government takeover of health care;,11
1996,11620,3,301,3,301,"led a scare campaign against Republican efforts to preserve, protect, and strengthen Medicare;",13
